,Clean_tweet,label
3348,is so typical. could you be anymore ? just look at the hate her feed. you say buta|,1
12947,book - enduring conviction: fred korematsu &amp; his quest for hta|,1
22366,boob marathi nude women,1
979,the next best seller book! a|,1
7442,you win douchelord of the year. good work.,1
26326,empowerment of by is absolutely scary. this could slip to dangerous levels. look 4 legislative attacks on,1
5669,everyday life for a white south african.,1
10462,are you &amp; feel a| the are stomping on you? listen,1
8374,so far all the blog comments claim senad lulic statement wasn't racist. join the debate.,1
23208,i'm genuinely disappointed that a performer as great as is judged in 2016 for having hair under hea|,1
13909,why is ignored,1
30829,"icymi yesterday - this is what one peh venue offers for nye enteainment ""some... hta|",1
23653,no joking matter! officers fired for joke about target practice in neighborhoods via,1
443,fo woh officer in viral arrest video was arude not racista: chief,1
30372,"agreed.. the same is true for and .. they are overused terms, and as a result, are fast becoming meaningless.. d$?",1
13818,fear is the root of racism. mostly fear of your ego having to acknowledge another human being is no worse or bettera|,1
13615,you should take action against your filthy plantation location manager. what a disgraceful pos!,1
29136,why can't women be defenders if they want?,1
9785,why is ignored,1
763,the danger of white liberalism to oveurning (applies to liberal men and feminism too),1
21205,are a| &amp; feel like the are stomping on you? listen,1
29103,"in queue with basket of food shopping, 50's guy says ""give us a smile"". think my response was a first by the look on his face.",1
22549,the only,1
25916,book - in a global age ht,1
8247,"as a student in 89/90 in a bar i stood next to a white man who said ""i don't do pakis""",1
19732,homicides rose in most big cities this year - the wall street journal,1
21940,ag pick jeff sessions scrubs racism from record...even tho he once argued this is a felony,1
1542,"i felt that lawrence fishburn was added as the ""magical negro"" hollywood stereotypes are made of!",1
6620,against community in,1
5527,i have been open about hvg &amp; being a of years more than one rapist. is still my chief complaint.,1
21190,alabama victoria secret shoppers face racial discrimination (video) via,1
22140,listening to sam cooke in this ridiculously packed pavillion's to help keep me calm,1
1241,"although, i am not a , a or a so i hope that i still qualify.",1
2097,"argentine women protest facebook's sexist censorship rules, eg 2.",1
27492,(advanced value chain videos at ),1
6639,and is alive and well on the never let them tell you it isn't.,1
31372,want to stop ? not sure where to begin? let us show you how: cc:a|,1
19072,most recent criminal negligence by authorities in health &amp; detention staff caused death of &amp; .,1
8290,haha i get it,1
22776,you might be a libtard if...,1
20464,delta is under fire after youtube prankster is removed from a flight for speaking arabic,1
18232,intercourse video men and women japanese armpit hairly nude picture,1
3083,: police appeal following 2 alleged assaults,1
3415,.@user exemplifies the draining it thieves enablera|,1
11355,hitler called...,1
1912,"if you look at a problem and the first thing you thing of is color, be it black or white. you're pa of the problem",1
14051,thanks to you the next four years are forecasted to be the worst. i hope your plans for,1
9873,it's not the job of those who are disadvantaged by white privilege to calmly educate white people aboua|,1
3943,diisgusted by the perks offered to passengers of the same race as male crew members on flt 43. vs others who arnt same.,1
7428,"pastor maimane won't respond to that,zille is his boss and she literally made him.he will kiss his job goodbye shoua|",1
21956,what do you think of saying you had good videos with him. they got him.,1
28665,"you're not very sma if you think i hate all ""white males."" i hate racism and sexism. that's it. grow a brain, right wingers!",1
9562,enlightenment is wasted on the wilfully blind. a|,1
17013,"racist schools are teaching students that ""whiteness is a problem""",1
20746,"""the reality is that the tech industry is made of regular-ass people.""",1
984,"don't forget, - research shows that sexist men have psychological problems.",1
25917,you might be a libtard if...,1
5642,can't wait to see u &amp; your admin hang for a|,1
20667,vedic astrology predictions 2017 us president donald trump,1
12835,just pre-ordered this. it sounds a really great book,1
27895,a message of for building a business to end,1
1116,no 'racist intent'? is this guy joking? via,1
9959,i fought against both sides of the argument yesterday:,1
21366,grows in the uk after,1
27121,um why a girl and not a boy? or maybe just gender neutral teenager.,1
28898,"in 2017, let's all realize that u don't have 2 wear a white hood &amp; tattoo 2 b r saa|",1
16268,'@user the amendment discussed here thanks ',1
25053,"imagine that, is finally ashamed enough of his past to try and hide it.",1
4675,it's not just lasses...,1
14621,riyadh is renowned for some of the deadliest traffic in the world. a|,1
31365,you okay with this of course you are!!!!,1
21043,the acrusadera west vs. aislamic terrorisma is a popular sequel to capitalism vs. communism.a|,1
4374,your definition of subtle doesn't count. use the english dictionary definition. otherwise you risk slander.,1
1934,names for women fucking hard teen,1
3356,check out this post! confession: i'm,1
16449,one infamous maneuver has affectionately been baptized the asaudi sweepa a| a|a|,1
13289,does present as a stereotype?,1
25273,please reconsider. to me you stand for the glitter of new york. after jan. 20 for,1
21705,"in the when you &amp; all those rags that only spread propaganda, fear, hatred,a|",1
7194,ouuh fuck it!,1
25515,but can vomit a monster truckload of shit about the and they don't jail him for ? pigs,1
12826,white: good dark: bad itas a twisted version of thatA makes india racist against its own people!,1
26308,retweeted baycat (@user msg of for a business to end .,1
3372,"outrageous, vote: un voting against businesses only in and blacklistina|",1
4139,will the alt-right promote a new kind of racist genetics?,1
571,fox new just coming out and saying it bluntly. one of the most things i've read.,1
795,vps got multi-million dollar bonuses while average americans lost their homes. a|a|,1
19115,are you &amp; feel like the are a| on you? listen,1
21155,the major kind of that people arenat talking enough about via,1
1633,it isn't to target and/or it's just plain d,1
28561,please lecture - via,1
5699,thought factory: bbc neutrality on right wing fascism &gt;4,1
20323,fuck you you you may have fooled some but not the majority,1
5492,we should not conflate islamic extremism with terrorism a|,1
7458,lock the gate!,1
10768,are a| &amp; feel like the are stomping on you? listen,1
3542,how is the word even in your vocabulary? do you know what it means?,1
26802,"funny can't get rid of , so many distractions and lousy qb. maybe next year, probaba|",1
3346,i find the burka offensive because the implication that men can't control themselves on sight of an uncova|,1
21934,can't effo a logic point w/out or especially if that's wha|,1
17040,islam against racism - press tv,1
3787,"""for too many years any criticism of or its effects on society have been shut down bya|",1
9120,"the more familiar we become, the more difficult it is to stereotype. . a|",1
192,you might be a libtard if...,1
4752,"it's hard to believe i live in a world where my 700 pa hillary thread isn't trending but ""tony hawk"" is. a|",1
